dataset_date,id_left,created_on,operation,property_type,place_name,country_name,state_name,geonames_id,lat_lon,lat_x,lat_x,lat_x,lon_x,lon_x,lon_x,price,currency,price_aprox_local_currency,price_aprox_usd,coordinates,barrio,comuna,AREA,Commune,b_id,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,health_long,health_lat,health_object,health_id,health_name,health_comune,health_distance,property_values_Commune,property_values_Longitude,property_values_Latitude,property_values_Date,property_values_Value in US Dollars,property_values_Value of m2 (US Dollars),property_values_m2,property_values_b_id,property_values_distance,Year,Distance in m,Time Dif,$ Dif,public_wifi_lat,public_wifi_long,public_wifi_id,public_wifi_object,public_wifi_name,public_wifi_comune,public_wifi_distance,sports_long,sports_lat,sports_id,sports_object,sports_name,sports_comune,sports_distance,transportation_long,transportation_lat,transportation_id,transportation_object,transportation_name,transportation_distance
201503,0f7b576ca75bff6a05dfe814e18c75b032aebba9,42243,sell,store,PATERNAL,Argentina,Capital Federal,3430087,"-34.6131002497,-58.4710188608",-34.61310025,-34.61310025,-34.61310025,-58.47101886,-58.47101886,-58.47101886,470000,USD,8052275,470000,POINT (-58.47101886 -34.61310025),VILLA GRAL. MITRE,11,49009.5,11,0,63.5,2,88.2,6,25.1,3,9.1,3,24.3,2,65.8,7,90.9,7,1.2,1,-58.46897598,-34.61170659,pharmacy,0,0,11,0.002472981,11,-58.47101893,-34.61309731,42156,549979.2,1185.3,464,7,0.00000294,2015,0.326975566,-87,79979.2,-34.61382388,-58.47225278,821,public WiFi location,"Metrobus Juan B. Justo, EstaciÌÄå_n Artigas",11,0.001430456,-58.4730282,-34.60627641,8,stadium,Diego Armando Maradona,11,0.007113528,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.03210282
201506,ff78673f644a0c1f4b9c0532e12f3126a2e77517,42122,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6151012848,-58.4407602486",-34.61510128,-34.61510128,-34.61510128,-58.44076025,-58.44076025,-58.44076025,95000,USD,1641077.5,95000,POINT (-58.44076025 -34.61510128),CABALLITO,6,26957.69,6,11,80.3,8,90.1,7,24.3,3,5.5,0,49.1,7,67,7,91.3,7,3.6,5,-58.4393359,-34.61478297,pharmacy,0,0,6,0.001459483,6,-58.44076106,-34.61509846,42156,1689996,5451.6,310,11,0.00000293,2015,0.322211497,34,1594996,-34.62040429,-58.44117694,1108,public WiFi location,EstaciÌÄå_n Primera Junta - Linea A,6,0.005319355,-58.44768748,-34.61858404,9,stadium,Arquitecto Ricardo Etcheverri,6,0.00775346,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.035367961
201505,8a62bc19cfef817c9675323b112b6f076f84ea35,42215,sell,house,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6156040065,-58.4141911223",-34.61560401,-34.61560401,-34.61560401,-58.41419112,-58.41419112,-58.41419112,275000,USD,4750487.5,275000,POINT (-58.41419112 -34.61560401),ALMAGRO,5,40767.13,5,12,67.2,3,88.6,6,49.4,9,17,8,25.8,2,42.4,1,91.7,8,0.9,1,-58.41417781,-34.61570315,pharmacy,0,0,5,0.000100029,5,-58.41419077,-34.61559996,42156,275009,1155.5,238,12,0.00000407,2015,0.451476617,-59,9,-34.61822398,-58.41354041,421,public WiFi location,Centro de DÌÄå_a Nro. 17,5,0.002699568,-58.41680411,-34.61353699,0,sports federation,FederaciÌÄå_n Atletica Metropolitana,5,0.003331708,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.053587236
201505,2a13ad82542f515b3aa2a160a3b39482e710759c,42188,sell,store,BALVANERA,Argentina,Capital Federal,6693228,"-34.6159917463,-58.4057885429",-34.61599175,-34.61599175,-34.61599175,-58.40578854,-58.40578854,-58.40578854,92000,USD,1589254,92000,POINT (-58.40578854 -34.61599175),BALVANERA,3,16922.25,3,4,64.9,2,85.6,3,27.7,4,10.6,5,29.6,3,57.4,4,85.1,3,7.3,8,-58.40487899,-34.61607708,pharmacy,0,0,3,0.00091354,3,-58.40579068,-34.61598777,42156,150001.2,877.2,171,4,0.00000452,2015,0.483948365,-32,58001.2,-34.61524469,-58.40473774,624,public WiFi location,EstaciÌÄå_n Venezuela - LÌÄå_nea H,3,0.001289291,-58.40080143,-34.61822689,0,sports federation,AsociaciÌÄå_n Femenina Metropolitana de Basquet,3,0.005465082,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.060219012
201503,49224b7b83decfbee23f04d51e8ea9bb1f23d996,42165,sell,apartment,VILLA SANTA RITA,Argentina,Capital Federal,6693230,"-34.6165677784,-58.4774428246",-34.61656778,-34.61656778,-34.61656778,-58.47744282,-58.47744282,-58.47744282,125900,USD,2156981.75,125900,POINT (-58.47744282 -34.61656778),VILLA SANTA RITA,11,56086.5,11,31,73.9,6,89.7,7,21,2,13.9,7,29.8,3,68.4,8,89.4,6,5.1,7,-58.4760952,-34.61779315,pharmacy,0,0,11,0.001821426,11,-58.4774426,-34.61656414,42156,650019.6,1501.2,433,31,0.00000365,2015,0.405249571,-9,524119.6,-34.61810186,-58.47609605,823,public WiFi location,"Metrobus Juan B. Justo, EstaciÌÄå_n Av. Nazca",11,0.002041374,-58.48417957,-34.61549731,0,sports federation,FederaciÌÄå_n Argentina de Deportes para personas con Discapacidad Mental,11,0.006821272,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.031522868
201506,ee7a4bbfb42d5834f7fc4a68118f88125e7f28f5,42186,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6175151448,-58.4537360842",-34.61751514,-34.61751514,-34.61751514,-58.45373608,-58.45373608,-58.45373608,84900,USD,1466605.05,84900,POINT (-58.45373608 -34.61751514),CABALLITO,6,68539.38,6,11,77.8,7,92.2,9,25.1,3,11.4,5,37.7,5,61.4,6,86.5,3,0.8,0,-58.4562421,-34.61586519,pharmacy,0,0,6,0.003000413,6,-58.45373663,-34.61751136,42156,430011.6,1004.7,428,11,0.00000382,2015,0.423319088,-30,345111.6,-34.61773881,-58.45251888,124,public WiFi location,Museo Luis Perlotti,6,0.001237576,-58.45723074,-34.61918718,0,sports federation,FederaciÌÄå_n Argentina de Futbol Silencioso,7,0.003874064,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.027363359
201507,54f210800e881ac53fcacafc6b52dd6176a39e38,42156,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.6199178143,-58.4696755642",-34.61991781,-34.61991781,-34.61991781,-58.46967556,-58.46967556,-58.46967556,110000,USD,1900195,110000,POINT (-58.46967556 -34.61991781),FLORES,7,56918.13,7,19,66.6,3,83.8,1,30.8,5,18.5,8,27.2,3,57,4,87.7,4,2.6,3,-58.46904549,-34.6175813,pharmacy,0,0,11,0.002419975,7,-58.46967557,-34.61991402,42156,369996.4,1412.2,262,19,0.00000379,2015,0.421429409,0,259996.4,-34.62412557,-58.46947603,496,public WiFi location,Htal. Alvarez,7,0.004212492,-58.45723074,-34.61918718,0,sports federation,FederaciÌÄå_n Argentina de Futbol Silencioso,7,0.012466249,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.025204647
201505,721b37d57fb18e0e71a7b725c70b0533a6ac2876,42210,sell,apartment,CONSTITUCION,Argentina,Capital Federal,3435257,"-34.6208434131,-58.3800361931",-34.62084341,-34.62084341,-34.62084341,-58.38003619,-58.38003619,-58.38003619,80000,USD,1381960,80000,POINT (-58.38003619 -34.62084341),CONSTITUCION,1,50720.13,1,38,73.7,6,84.9,2,49.5,9,13.4,6,47.6,7,22.6,0,72,0,10.4,9,-58.38266399,-34.61962001,pharmacy,0,0,1,0.002898623,1,-58.38003915,-34.62083915,42156,989991,3123,317,38,0.00000518,2015,0.545660554,-54,909991,-34.62191247,-58.37992276,1001,public WiFi location,EstaciÌÄå_n San Juan - Linea C,1,0.001075064,-58.37255449,-34.62233459,0,sports federation,FederaciÌÄå_n Metropolitana de Gimnasia,1,0.007628853,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.078384086
201503,ad028fbfe24747572f6352ac44caff0750042107,42106,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6212194731,-58.4560693453",-34.62121947,-34.62121947,-34.62121947,-58.45606935,-58.45606935,-58.45606935,320000,USD,5482400,320000,POINT (-58.45606935 -34.62121947),FLORES,7,35417.63,6,19,64.3,2,85,2,35.2,7,19.3,8,30.2,3,49.3,2,84.6,2,2,2,-58.455866,-34.62094051,pharmacy,0,0,6,0.000345211,7,-58.45606928,-34.62121645,42156,1230000.2,3262.6,377,19,0.00000302,2015,0.335869479,50,910000.2,-34.62206755,-58.45656679,904,public WiFi location,"Parques y Plazas, Plaza del Angel Gris",7,0.000983202,-58.45723074,-34.61918718,0,sports federation,FederaciÌÄå_n Argentina de Futbol Silencioso,7,0.002340732,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.023180094
201501,06a424f48e220b56e79c5defd310ddfcd4a4cace,42033,sell,PH,SAN CRISTOBAL,Argentina,Capital Federal,3429153,"-34.6217212892,-58.4061205472",-34.62172129,-34.62172129,-34.62172129,-58.40612055,-58.40612055,-58.40612055,139000,USD,2401155.5,139000,POINT (-58.40612055 -34.62172129),SAN CRISTOBAL,3,37702.5,3,5,63.7,2,88.5,6,40,8,14.7,7,28.1,3,50,2,90,6,8.9,9,-58.40727358,-34.62130363,pharmacy,0,0,3,0.001226347,3,-58.40612263,-34.62171713,42156,379990.8,1241.8,306,5,0.00000466,2015,0.500196779,123,240990.8,-34.62386576,-58.40293753,1060,public WiFi location,EstaciÌÄå_n Jujuy - Linea E,3,0.003838013,-58.40857677,-34.62608528,7,sports center,MARTIN FIERRO,3,0.005007733,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.057026168
201511,fa33af391c31ea5086da002da2a5e38fa1ffa8c4,42058,sell,house,CABALLITO,Argentina,Capital Federal,3435874,"-34.6240564004,-58.4432900717",-34.6240564,-34.6240564,-34.6240564,-58.44329007,-58.44329007,-58.44329007,380000,USD,6564310,380000,POINT (-58.44329007 -34.6240564),CABALLITO,6,20970.19,6,11,83.7,9,90.7,8,16.3,0,5.9,0,52,8,75.2,9,91.5,7,3.7,5,-58.44430192,-34.62240634,pharmacy,0,0,6,0.001935596,6,-58.44328999,-34.62405229,42156,390004.3,3644.9,107,11,0.00000412,2015,0.457069384,98,10004.3,-34.62040429,-58.44117694,1108,public WiFi location,EstaciÌÄå_n Primera Junta - Linea A,6,0.004219386,-58.44768748,-34.61858404,9,stadium,Arquitecto Ricardo Etcheverri,6,0.007020252,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.026821128
201505,fe1a88f2b968ea3dce4fe1a4f738aa81bd2605af,42194,sell,PH,CAPITAL FEDERAL,Argentina,Capital Federal,3433955,"-34.6280186417,-58.4066175531",-34.62801864,-34.62801864,-34.62801864,-58.40661755,-58.40661755,-58.40661755,130000,USD,2245685,130000,POINT (-58.40661755 -34.62801864),SAN CRISTOBAL,3,48729.75,3,5,62,2,83.5,1,37.7,7,12.6,6,19.2,1,52.2,3,89.9,6,4,6,-58.40853848,-34.62939987,pharmacy,0,0,3,0.002365954,3,-58.40661958,-34.62801427,42156,319986,735.6,435,5,0.00000482,2015,0.520210595,-38,189986,-34.63117874,-58.40723779,787,public WiFi location,"Metrobus Sur Fernandez de la Cruz, EstaciÌÄå_n La Rioja",4,0.003220392,-58.40857677,-34.62608528,7,sports center,MARTIN FIERRO,3,0.002752529,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.052623226
201502,8308a4410e6dde676c0e51136293e5b16e3a4752,42257,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6287493537,-58.429209806",-34.62874935,-34.62874935,-34.62874935,-58.42920981,-58.42920981,-58.42920981,122000,USD,2090165,122000,POINT (-58.42920981 -34.62874935),PARQUE CHACABUCO,7,62134.75,7,9,72.5,5,90.2,8,28.3,4,9.1,3,29.7,3,58.3,5,86.6,4,3.5,5,-58.42974129,-34.62976849,neighborhood medical center,16,CMB NÌâå¡ 23,7,0.001149396,7,-58.42920949,-34.62874625,42156,420007.5,1866.7,225,9,0.00000311,2015,0.345945219,-101,298007.5,-34.62979479,-58.42970614,644,public WiFi location,CMB NÌâå¼ 23,7,0.001157276,-58.4168478,-34.6196634,0,sports federation,FederaciÌÄå_n Metropolitana de Balonmano,5,0.015341899,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.033677432
201504,50dad37c4cb176209347f373aebaf605b9e1469e,42220,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.6308112942,-58.4649608765",-34.63081129,-34.63081129,-34.63081129,-58.46496088,-58.46496088,-58.46496088,87000,USD,1490527.5,87000,POINT (-58.46496088 -34.63081129),FLORES,7,20139.5,7,19,61.6,1,86.5,4,44.8,9,12.1,6,28.2,3,46.8,2,91.6,7,2.5,3,-58.46408562,-34.63083894,pharmacy,0,0,7,0.000875697,7,-58.46496096,-34.63080712,42156,589992,1934.4,305,19,0.00000417,2015,0.463740221,-64,502992,-34.63024984,-58.46693822,439,public WiFi location,Sede de Comuna 7,7,0.002055506,-58.46512011,-34.64121301,0,sports federation,FederaciÌÄå_n Metropolitana de Bowling,7,0.010402942,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.013402269
201502,f2f14f1444ad8b8ca9c20b1d42eff56764a8b627,42217,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.6334986231,-58.4652965255",-34.63349862,-34.63349862,-34.63349862,-58.46529653,-58.46529653,-58.46529653,56000,USD,959420,56000,POINT (-58.46529653 -34.63349862),FLORES,7,35581.31,7,19,75,6,87.1,4,27,4,10.1,4,31,4,61.2,6,88.2,5,3.8,5,-58.46700777,-34.6329992,pharmacy,0,0,7,0.001782629,7,-58.46529614,-34.63349535,42156,299991.6,1063.8,282,19,0.00000329,2015,0.36535368,-61,243991.6,-34.63024984,-58.46693822,439,public WiFi location,Sede de Comuna 7,7,0.00364002,-58.46512011,-34.64121301,0,sports federation,FederaciÌÄå_n Metropolitana de Bowling,7,0.007716411,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.01094111
201511,2d10d1053b502f83b37f740e61672144b3dad1bd,42058,sell,house,FLORESTA,Argentina,Capital Federal,3433910,"-34.6345678853,-58.474570712",-34.63456789,-34.63456789,-34.63456789,-58.47457071,-58.47457071,-58.47457071,260000,USD,4491370,260000,POINT (-58.47457071 -34.63456789),FLORESTA,10,56719.88,10,8,55.8,1,85.9,3,44,8,21,8,22.4,2,44,1,87.9,4,8,9,-58.473132,-34.63186081,pharmacy,0,0,7,0.003065639,10,-58.47457006,-34.63456449,42156,299990.2,1485.1,202,8,0.00000346,2015,0.382711037,98,39990.2,-34.63070706,-58.46963965,544,public WiFi location,Espacio Subte Digital San Pedrito - LÌÄå_nea A,7,0.006262695,-58.47429723,-34.64600803,1,sports center,AVELLANEDA,9,0.011443413,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.015984688
201509,043e9d0ce8d0ebb309ba384c41e217c084c2909e,42119,sell,store,VELEZ SARSFIELD,Argentina,Capital Federal,3427528,"-34.6352807454,-58.4875078267",-34.63528075,-34.63528075,-34.63528075,-58.48750783,-58.48750783,-58.48750783,390000,USD,6737055,390000,POINT (-58.48750783 -34.63528075),VELEZ SARSFIELD,10,64096.88,10,0,66.2,3,87.8,5,37.8,7,19.6,8,26,2,47,2,84.8,3,5.4,7,-58.48747668,-34.63498613,pharmacy,0,0,10,0.00029626,10,-58.48750713,-34.63527654,42156,390006.4,1741.1,224,22,0.00000427,2015,0.472490636,37,6.4,-34.63178207,-58.48344021,1324,public WiFi location,Sede de Comuna 10,10,0.005365285,-58.48825443,-34.62211312,0,sports federation,FederaciÌÄå_n Argentina de Netball,10,0.013188777,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.027362632
201507,c7fcbdbeeaafe22f7b3466122f01e24ec3cad860,42095,sell,apartment,MATADEROS,Argentina,Capital Federal,3430787,"-34.6535141187,-58.5069387873",-34.65351412,-34.65351412,-34.65351412,-58.50693879,-58.50693879,-58.50693879,146900,USD,2537624.05,146900,POINT (-58.50693879 -34.65351412),MATADEROS,9,61595.56,9,18,63.7,2,81.7,0,23.7,3,8.8,3,18,1,66.1,7,89.8,6,3.3,5,-58.50538931,-34.65397927,pharmacy,0,0,9,0.001617792,9,-58.50693732,-34.6535094,42156,650016,1354.2,480,18,0.00000494,2015,0.54178978,61,503116,-34.65504833,-58.50634446,1228,public WiFi location,CESAC NÌâå¼ 4,9,0.0016453,-58.50143778,-34.66022353,2,skate park,Plaza Alberdi,9,0.008676246,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.046483413
201511,4af4d6d8d56bdb14960840985b216cf035fd849f,42062,sell,apartment,MATADEROS,Argentina,Capital Federal,3430787,"-34.6558617675,-58.5172342204",-34.65586177,-34.65586177,-34.65586177,-58.51723422,-58.51723422,-58.51723422,125000,USD,2159312.5,125000,POINT (-58.51723422 -34.65586177),MATADEROS,9,54620.81,9,18,74,6,84.3,1,20.2,1,8.7,3,23.7,2,75.6,9,95.9,9,4.9,7,-58.51679898,-34.65281048,pharmacy,0,0,9,0.003082171,9,-58.5172324,-34.65585702,42156,197000,985,200,18,0.00000508,2015,0.553788332,94,72000,-34.64935792,-58.51580229,1181,public WiFi location,Hospital Santojanni - CE,9,0.006659618,-58.51315335,-34.64619445,11,sports center,SANTOJANNI,9,0.010493357,-58.46692344,-34.68088292,14,premetro station,ANA DÌÄåAZ,0.056189259
201608,9c6c5930a7b1b4f7fd364395d4f55cefa30ace70,42577,sell,apartment,CONGRESO,Argentina,Capital Federal,3435259,"-34.6085949731,-58.3833645954",-34.60859497,-34.60859497,-34.60859497,-58.3833646,-58.3833646,-58.3833646,540000,USD,8622990,540000,POINT (-58.38336460000001 -34.60859497),MONSERRAT,1,36586.38,1,36,49.2,0,86.8,4,59.3,9,20.1,8,31.2,4,20.1,0,79.4,1,8.8,9,-58.38371352,-34.60902989,pharmacy,0,0,1,0.000557586,1,-58.38336386,-34.60859208,42733,850002.4,2514.8,338,36,0.00000298,2016,0.328411858,156,310002.4,-34.6090961,-58.38223339,1024,public WiFi location,EstaciÌÄå_n Lima - Linea A,1,0.001237245,-58.3842719,-34.61229343,0,sports federation,FederaciÌÄå_n Argentina de Tiro con Arco,1,0.00380812,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.082920071
201701,25857c19d3eea4baac400d97050a9820d5c1cc1a,42660,sell,apartment,PALERMO,Argentina,Capital Federal,3430234,"-34.5853703737,-58.4414321354",-34.58537037,-34.58537037,-34.58537037,-58.44143214,-58.44143214,-58.44143214,131000,USD,2091873.5,131000,POINT (-58.44143214 -34.58537037),PALERMO,14,99287.56,14,0,67.7,3,87.6,5,38.8,8,18.9,8,34.9,4,48,2,86.8,4,8.6,9,-58.44161714,-34.58637267,community health and action center,31,Centro de Salud Nivel 1 Palermo 3 (CeSAC NÌâå¡ 33),14,0.001019232,14,-58.44143193,-34.58536772,42733,930001.2,4345.8,214,0,0.00000266,2016,0.295292751,73,799001.2,-34.58645293,-58.4417242,1256,public WiFi location,CESAC NÌâå¼ 33,14,0.001121266,-58.43887224,-34.59112964,0,sports federation,AsociaciÌÄå_n Metropolitana de Ciclismo,15,0.006302556,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.061735814
201610,2933bb4eb2c0d921709833fdd78fb039eb2eed93,42671,sell,apartment,PALERMO,Argentina,Capital Federal,3430234,"-34.5762789054,-58.4351533376",-34.57627891,-34.57627891,-34.57627891,-58.43515334,-58.43515334,-58.43515334,122000,USD,1948157,122000,POINT (-58.43515334 -34.57627891),PALERMO,14,42350.5,14,0,85.7,9,91.8,9,34.8,7,8.2,2,61.3,9,55.9,4,90.6,7,10.4,9,-58.43716538,-34.57433363,pharmacy,0,0,14,0.002798645,14,-58.43515308,-34.57627634,42732,560008.9,2994.7,187,0,0.00000258,2016,0.286760432,61,438008.9,-34.5751745,-58.43500869,1090,public WiFi location,EstaciÌÄå_n Ministro Carranza - LÌÄå_nea D,14,0.001113839,-58.44145403,-34.57193188,0,sports federation,AsociaciÌÄå_n Metropolitana de Squash,13,0.007654755,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.072435574
201608,c7e6eed60e4d59e051235e13c354ae60420bbb8b,42588,sell,apartment,MONTE CASTRO,Argentina,Capital Federal,3430596,"-34.6207865723,-58.5053911812",-34.62078657,-34.62078657,-34.62078657,-58.50539118,-58.50539118,-58.50539118,73000,USD,1165700.5,73000,POINT (-58.50539118 -34.62078657),MONTE CASTRO,10,81732.75,10,33,64.1,2,80.6,0,26.9,4,13.6,7,24.3,2,63,6,90,6,2.5,3,-58.5066499,-34.62042904,pharmacy,0,0,10,0.001308513,10,-58.50539157,-34.62078355,42732,530020.8,1226.9,432,33,0.00000304,2016,0.337699355,144,457020.8,-34.61861106,-58.50806726,894,public WiFi location,"Parques y Plazas, Plaza MonseÌÄå±or FermÌÄå_n Lafitte",10,0.003448809,-58.49784493,-34.61652606,10,stadium,Estadio Islas Malvinas,10,0.0086659,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.049546391
201608,83b1d3105bcc46b66cb49008d4c635392687bd7e,42586,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.5945966369,-58.4420458576",-34.59459664,-34.59459664,-34.59459664,-58.44204586,-58.44204586,-58.44204586,140000,USD,2235590,140000,POINT (-58.44204586 -34.59459664),VILLA CRESPO,15,45161.19,15,6,72.8,5,87.3,4,36.7,7,9,3,34.3,4,52.8,3,89.5,6,3.1,4,-58.44177482,-34.59277558,pharmacy,0,0,15,0.001841121,15,-58.44204566,-34.59459389,42733,1000004,1886.8,530,6,0.00000276,2016,0.306333302,147,860004,-34.59476403,-58.44430015,81,public WiFi location,"Metrobus Juan B. Justo, EstaciÌÄå_n Av. Corrientes",15,0.0022605,-58.43936134,-34.59399267,0,sports federation,FederaciÌÄå_n Metropolitana de Arte Marcial Chino Wu Shu,15,0.002751622,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.052866021
201609,1c1c7f195f10ade378e08ff556992650bad8b3e6,42621,sell,apartment,VILLA CRESPO,Argentina,Capital Federal,3427458,"-34.6036899747,-58.4534144798",-34.60368997,-34.60368997,-34.60368997,-58.45341448,-58.45341448,-58.45341448,65000,USD,1037952.5,65000,POINT (-58.45341448 -34.60368997),VILLA CRESPO,15,33618.19,15,6,75,6,89.4,7,23.3,2,8.9,3,33,4,65.8,7,89,5,3,4,-58.4534886,-34.60563758,pharmacy,0,0,15,0.001949018,15,-58.45341439,-34.60368713,42733,250009.6,822.4,304,6,0.00000284,2016,0.315900737,112,185009.6,-34.60012,-58.45205313,816,public WiFi location,"Metrobus Juan B. Justo, EstaciÌÄå_n Av. Honorio Pueyrredon",15,0.003820725,-58.45118218,-34.61286688,0,sports federation,FederaciÌÄå_n Metropolitana de  Pelota,6,0.009444515,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.04087255
