dataset_date,id_left,created_on,operation,property_type,place_name,country_name,state_name,geonames_id,lat_lon,lat_x,lat_x,lat_x,lon_x,lon_x,lon_x,price,currency,price_aprox_local_currency,price_aprox_usd,coordinates,barrio,comuna,AREA,Commune,b_id,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,health_long,health_lat,health_object,health_id,health_name,health_comune,health_distance,property_values_Commune,property_values_Longitude,property_values_Latitude,property_values_Date,property_values_Value in US Dollars,property_values_Value of m2 (US Dollars),property_values_m2,property_values_b_id,property_values_distance,Year,Distance in m,Time Dif,$ Dif,public_wifi_lat,public_wifi_long,public_wifi_id,public_wifi_object,public_wifi_name,public_wifi_comune,public_wifi_distance,sports_long,sports_lat,sports_id,sports_object,sports_name,sports_comune,sports_distance,transportation_long,transportation_lat,transportation_id,transportation_object,transportation_name,transportation_distance
201608,4c50968ca35054d69406ea07b19311a7388585d3,42576,sell,house,VILLA DEVOTO,Argentina,Capital Federal,3427451,"-34.6050453422,-58.5142285986",-34.60504534,-34.60504534,-34.60504534,-58.5142286,-58.5142286,-58.5142286,1590000,USD,25389915,1590000,POINT (-58.5142286 -34.60504534),VILLA DEVOTO,11,70371.63,11,23,78,7,86.2,3,17,0,5.3,0,42.7,6,76.6,9,93.6,9,2.6,3,-58.51280528,-34.60671683,pharmacy,0,0,11,0.002195384,11,-58.51422907,-34.60504249,42733,1649983.2,1306.4,1263,23,0.00000289,2016,0.319811368,157,59983.2,-34.60821333,-58.51608274,188,public WiFi location,Sede de Comuna 11,11,0.003670697,-58.51569183,-34.61328693,17,stadium,Estadio Enrique Sexto,11,0.008370478,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.065420274
201612,afcc212c37cb2db07305c5f49b290c7c70b94609,42644,sell,apartment,RECOLETA,Argentina,Capital Federal,3429595,"-34.6017416277,-58.3879242199",-34.60174163,-34.60174163,-34.60174163,-58.38792422,-58.38792422,-58.38792422,250000,USD,3992125,250000,POINT (-58.38792422 -34.60174163),SAN NICOLAS,1,30467.63,1,43,78.3,7,88.2,6,50,9,13,6,44,6,28.9,0,78.9,1,5.5,7,-58.38776732,-34.60305101,pharmacy,0,0,1,0.001318748,1,-58.38792353,-34.6017388,42733,1849999.5,2418.3,765,43,0.00000291,2016,0.320955942,89,1599999.5,-34.60008745,-58.38702185,186,public WiFi location,Sede de Comuna 1,1,0.001884298,-58.38895781,-34.60279453,0,sports federation,FederaciÌÄå_n de NataciÌÄå_n de Buenos Aires,1,0.001475436,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.082986067
201702,6116c64e9af801f62bcefc023916d580bf64a194,42717,sell,apartment,BALVANERA,Argentina,Capital Federal,6693228,"-34.613982,-58.4098726",-34.613982,-34.613982,-34.613982,-58.4098726,-58.4098726,-58.4098726,65000,USD,1037952.5,65000,POINT (-58.4098726 -34.613982),BALVANERA,3,33791.63,3,4,47.5,0,87.5,5,59.8,9,22.8,9,20.5,1,34.1,0,93.9,9,3.9,5,-58.40884846,-34.613688,pharmacy,0,0,3,0.001065506,3,-58.40987982,-34.61397225,42726,5199953.2,1694.9,3068,4,0.0000121,2016,1.269621095,9,5134953.2,-34.61209258,-58.41168173,705,public WiFi location,CIM Margarita Malharro,3,0.002615885,-58.41476701,-34.60978183,0,sports federation,FederaciÌÄå_n Metropolitana de Voley,5,0.006449552,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.058005168
201610,95eceb2c7d145dd5cc982c0aa8ceb1a65b193f67,42629,sell,apartment,PARQUE CENTENARIO,Argentina,Capital Federal,0,"-34.6074354,-58.4314539",-34.6074354,-34.6074354,-34.6074354,-58.4314539,-58.4314539,-58.4314539,109000,USD,1740566.5,109000,POINT (-58.4314539 -34.6074354),CABALLITO,6,40286.13,6,11,77.7,7,88.3,6,31.8,6,7.2,1,43,6,56.8,4,88.6,5,4.5,6,-58.43075814,-34.60856038,pharmacy,0,0,6,0.001322748,6,-58.4314651,-34.60744748,42730,524998,2282.6,230,11,0.0000165,2016,1.689662242,101,415998,-34.60881103,-58.43119772,1335,public WiFi location,Sede de Comuna 6 RC,6,0.001399278,-58.43396649,-34.6075823,4,skate park,Parque Centenario,6,0.002516876,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.047132354
201611,298a47547a90b02571851ea15e7e13229a2f453a,42697,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6172568327,-58.4567099545",-34.61725683,-34.61725683,-34.61725683,-58.45670995,-58.45670995,-58.45670995,115000,USD,1836377.5,115000,POINT (-58.45670995 -34.61725683),CABALLITO,6,61639.56,6,11,79.6,8,90.8,8,24.5,3,8.4,2,40.5,6,69.6,8,94,9,3.6,5,-58.4562421,-34.61586519,pharmacy,0,0,6,0.001468179,6,-58.45670989,-34.61725385,42733,750006.4,1802.9,416,11,0.00000298,2016,0.331406088,36,635006.4,-34.61559818,-58.45652299,436,public WiFi location,Plaza Irlanda - Centro de Jubilados,6,0.001669158,-58.45723074,-34.61918718,0,sports federation,FederaciÌÄå_n Argentina de Futbol Silencioso,7,0.001999369,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.026927615
201701,3fc16e4581ca40f6bb84de262063389d1ba58b38,42660,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6110497867,-58.4430194451",-34.61104979,-34.61104979,-34.61104979,-58.44301945,-58.44301945,-58.44301945,110000,USD,1756535,110000,POINT (-58.44301945 -34.61104979),CABALLITO,6,58751.81,6,11,74.2,6,88.2,6,23.6,2,9.9,4,40.3,5,66.1,7,89.8,6,9.3,9,-58.44280625,-34.61070849,pharmacy,0,0,6,0.000402418,6,-58.44301926,-34.61104687,42733,669994,5153.8,130,11,0.00000293,2016,0.325154172,73,559994,-34.60887512,-58.43788724,1164,public WiFi location,Hospital Durand - Guardia,6,0.005573936,-58.44209006,-34.60386741,0,sports federation,FederaciÌÄå_n de Tenis de Mesa de la Ciudad de Buenos Aires,15,0.007242263,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.03756241
201609,44709020341c28d8ef214dc939375eae9d1568c2,42629,sell,apartment,CABALLITO,Argentina,Capital Federal,3435874,"-34.6208255,-58.4293098",-34.6208255,-34.6208255,-34.6208255,-58.4293098,-58.4293098,-58.4293098,94000,USD,1501039,94000,POINT (-58.4293098 -34.6208255),CABALLITO,6,21423.13,6,11,72.9,5,83.6,1,23.4,2,6,0,44.1,6,64.3,7,87.8,4,1.9,2,-58.42928663,-34.62096088,pharmacy,0,0,6,0.000137348,6,-58.42930692,-34.6208275,42730,800013.5,2388.1,335,11,0.00000351,2016,0.344831019,101,706013.5,-34.61767287,-58.4329228,855,public WiFi location,"Parques y Plazas, Parque Rivadavia",6,0.004795081,-58.4168478,-34.6196634,0,sports federation,FederaciÌÄå_n Metropolitana de Balonmano,5,0.012516068,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.038808789
201608,133b3884ab91c447323d00d08b348c53715f6057,42581,sell,apartment,ALMAGRO,Argentina,Capital Federal,3436397,"-34.6172728064,-58.4154107113",-34.61727281,-34.61727281,-34.61727281,-58.41541071,-58.41541071,-58.41541071,110000,USD,1756535,110000,POINT (-58.41541071 -34.61727281),ALMAGRO,5,31379.5,5,12,67.5,3,85.5,2,33.3,6,11.2,5,34.4,4,54.6,3,87.9,4,3.2,4,-58.41654085,-34.6183247,pharmacy,0,0,5,0.001543916,5,-58.41541027,-34.61726982,42733,699975,1372.5,510,12,0.00000302,2016,0.334901779,152,589975,-34.61822398,-58.41354041,421,public WiFi location,Centro de DÌÄå_a Nro. 17,5,0.00209827,-58.4168478,-34.6196634,0,sports federation,FederaciÌÄå_n Metropolitana de Balonmano,5,0.002789287,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.051601785
201608,e45b471e360809042b58af0bf855f19032991ee3,42595,sell,apartment,PALERMO,Argentina,Capital Federal,3430234,"-34.5882317013,-58.4393772213",-34.5882317,-34.5882317,-34.5882317,-58.43937722,-58.43937722,-58.43937722,143000,USD,2283495.5,143000,POINT (-58.43937722 -34.5882317),CHACARITA,15,75915.06,15,26,71.7,5,89.1,6,24.5,3,10.5,5,29.8,3,50.9,2,75.5,0,1.7,2,-58.44118168,-34.58941191,neighborhood medical center,33,CMB NÌâå¡ 34,15,0.002156151,15,-58.439377,-34.58822902,42733,900000,3600,250,26,0.00000269,2016,0.298681883,138,757000,-34.58942547,-58.44116706,657,public WiFi location,CMB NÌâå¼ 34,15,0.002151419,-58.43887224,-34.59112964,0,sports federation,AsociaciÌÄå_n Metropolitana de Ciclismo,15,0.002941604,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.059766504
201704,dbdd35fc13a3176291a3cd8e7c87512f74117012,42684,sell,apartment,PALERMO,Argentina,Capital Federal,3430234,"-34.5854395485,-58.4435971557",-34.58543955,-34.58543955,-34.58543955,-58.44359716,-58.44359716,-58.44359716,60000,USD,958110,60000,POINT (-58.44359716 -34.58543955),CHACARITA,15,42869.81,15,26,75.5,6,87.3,4,24.5,3,12.2,6,37.9,5,48.2,2,72.7,0,9.7,9,-58.44347113,-34.58519443,pharmacy,0,0,14,0.000275624,15,-58.44359697,-34.58543689,42733,449897.5,4127.5,109,26,0.00000266,2016,0.296289232,49,389897.5,-34.58645293,-58.4417242,1256,public WiFi location,CESAC NÌâå¼ 33,14,0.002129538,-58.44467414,-34.5794595,3,sports center,COLEGIALES,13,0.006076257,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.061000563
201609,069cd3be635e736d23c46d4ad52eb0702492a151,42624,sell,apartment,SAN TELMO,Argentina,Capital Federal,3428113,"-34.6236205012,-58.3796860308",-34.6236205,-34.6236205,-34.6236205,-58.37968603,-58.37968603,-58.37968603,165000,USD,2634802.5,165000,POINT (-58.37968603 -34.6236205),CONSTITUCION,1,42723.5,1,38,59.6,1,89.5,7,49.5,9,13.4,6,33.1,4,38.2,0,87.6,4,5.9,8,-58.37839332,-34.623766,pharmacy,0,0,1,0.001300874,1,-58.37968526,-34.62361745,42733,1200000,2000,600,38,0.00000314,2016,0.346385615,109,1035000,-34.62191247,-58.37992276,1001,public WiFi location,EstaciÌÄå_n San Juan - Linea C,1,0.001724354,-58.37255449,-34.62233459,0,sports federation,FederaciÌÄå_n Metropolitana de Gimnasia,1,0.00724654,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.077257232
201609,ffa3683bf8b47439c0f9c143b6b282155d6c8d04,42629,sell,PH,VILLA URQUIZA,Argentina,Capital Federal,3433775,"-34.5638563074,-58.4933025992",-34.56385631,-34.56385631,-34.56385631,-58.4933026,-58.4933026,-58.4933026,198000,USD,3161763,198000,POINT (-58.49330260000001 -34.56385631),VILLA URQUIZA,12,85214.19,12,14,71.9,5,87.8,5,21.8,2,9.1,3,31.4,4,68.3,8,90.1,6,5.5,7,-58.49407599,-34.56727916,pharmacy,0,0,12,0.003509138,12,-58.49330287,-34.56385387,42733,500011,934.6,535,14,0.00000245,2016,0.272439518,104,302011,-34.57191703,-58.48940863,851,public WiFi location,"Parques y Plazas, Plaza EcheverrÌÄå_a",12,0.008951997,-58.49851028,-34.55310244,15,sports center,SARMIENTO,12,0.011948462,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.086000184
201607,7e307bbb4e441e134a497d975c0cc289b45d2f47,42577,sell,house,VILLA ORTUZAR,Argentina,Capital Federal,3427387,"-34.5788105,-58.4672338",-34.5788105,-34.5788105,-34.5788105,-58.4672338,-58.4672338,-58.4672338,650000,USD,10379525,650000,POINT (-58.4672338 -34.5788105),VILLA ORTUZAR,15,47144.81,15,3,81,8,91.3,8,29,5,10,4,48.6,7,52.3,3,81.3,1,2.7,3,-58.46971982,-34.57897231,pharmacy,0,0,15,0.002491278,15,-58.46722393,-34.57882329,42733,980010,2177.8,450,3,0.0000162,2016,1.684970382,156,330010,-34.58056409,-58.46414185,664,public WiFi location,Servicio Social Zonal 12,15,0.003554612,-58.47146975,-34.59190531,26,stadium,Microestadio Malvinas Argentinas,15,0.013762899,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.065199501
201609,8606ae5ee548f45276341f0e4db2917a7cfcb8cc,42628,sell,apartment,VILLA DEL PARQUE,Argentina,Capital Federal,3427455,"-34.602358444,-58.49070537",-34.60235844,-34.60235844,-34.60235844,-58.49070537,-58.49070537,-58.49070537,96500,USD,1540960.25,96500,POINT (-58.49070537 -34.60235844),VILLA DEL PARQUE,11,36631.69,11,29,62.2,2,78.3,0,27.3,4,9.7,4,32.8,4,62,6,89.3,6,3.8,5,-58.48966972,-34.6014948,pharmacy,0,0,11,0.001348498,11,-58.49070562,-34.60235561,42731,459993.6,3194.4,144,29,0.00000284,2016,0.315512173,103,363493.6,-34.60532997,-58.49310352,847,public WiFi location,"Parques y Plazas, Plaza AristÌÄå_bulo del Valle 1",11,0.003818528,-58.48845769,-34.59414146,16,stadium,Alfredo Ramos,15,0.008518853,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.050668381
201608,5810a4c29c16ffeaf5b7fc14d4f025ffeaa907fa,42588,sell,apartment,SAN TELMO,Argentina,Capital Federal,3428113,"-34.623025829,-58.372706731",-34.62302583,-34.62302583,-34.62302583,-58.37270673,-58.37270673,-58.37270673,112000,USD,1788472,112000,POINT (-58.37270673 -34.62302583),SAN TELMO,1,18558.5,1,41,66.4,3,83.4,1,36.4,7,7.9,2,36.4,5,44.3,1,80.7,1,5.7,7,-58.37338315,-34.62209383,pharmacy,0,0,1,0.001151595,1,-58.3727059,-34.62302279,42733,949992,1376.8,690,41,0.00000316,2016,0.346459048,145,837992,-34.62189328,-58.37072283,1309,public WiFi location,Museo de Arte Moderno (MAMBA),1,0.002284412,-58.37255449,-34.62233459,0,sports federation,FederaciÌÄå_n Metropolitana de Gimnasia,1,0.0007078,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.083652716
201608,da8224651a99481bee4bef3e17d02ceabfd4baba,42605,sell,apartment,SAN TELMO,Argentina,Capital Federal,3428113,"-34.6231638805,-58.3740562791",-34.62316388,-34.62316388,-34.62316388,-58.37405628,-58.37405628,-58.37405628,180000,USD,2874330,180000,POINT (-58.37405628 -34.62316388),SAN TELMO,1,34716.5,1,41,72.9,5,86.2,3,26.2,3,11.5,5,36.7,5,56,4,82.2,1,2.8,4,-58.37338315,-34.62209383,pharmacy,0,0,1,0.001264159,1,-58.37405546,-34.62316084,42733,850010,1214.3,700,41,0.00000315,2016,0.346259587,128,670010,-34.62478209,-58.37619995,420,public WiFi location,Centro de DÌÄå_a Nro. 19,1,0.002685881,-58.37255449,-34.62233459,0,sports federation,FederaciÌÄå_n Metropolitana de Gimnasia,1,0.001715539,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.082397397
201612,3dda50b90117f55d491f0f881ca3dbeadfe01447,42700,sell,apartment,NUNEZ,Argentina,Capital Federal,3430348,"-34.5442035608,-58.4611105774",-34.54420356,-34.54420356,-34.54420356,-58.46111058,-58.46111058,-58.46111058,258000,USD,4119873,258000,POINT (-58.46111058 -34.54420356),NUÌÔEZ,13,46340.19,13,2,79.9,8,90.6,8,22.9,2,6.6,1,53.8,8,65.8,7,88.7,5,5.2,7,-58.45951945,-34.54519561,pharmacy,0,0,13,0.00187506,13,-58.46111056,-34.54420133,42732,800000,1000,800,2,0.00000223,2016,0.247971243,32,542000,-34.55172677,-58.46315912,647,public WiFi location,CMB NÌâå¼ 26,13,0.007797131,-58.46192653,-34.54117746,12,stadium,Juan Pasquale,13,0.003134179,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.099553764
201701,7ec3d6b3086d7089b6042be7a86e095fb73ea0b3,42687,sell,apartment,VILLA DEL PARQUE,Argentina,Capital Federal,3427455,"-34.6145439,-58.479047",-34.6145439,-34.6145439,-34.6145439,-58.479047,-58.479047,-58.479047,84000,USD,1341354,84000,POINT (-58.479047 -34.6145439),VILLA SANTA RITA,11,38046.88,11,31,67.9,3,86.8,4,29.8,5,12,6,25.3,2,56,4,85.8,3,2.8,4,-58.48058164,-34.61279315,pharmacy,0,0,11,0.00232814,11,-58.47904798,-34.61454894,42733,550008.2,2067.7,266,31,0.00000514,2016,0.567552357,46,466008.2,-34.61200393,-58.47975462,543,public WiFi location,CMB NÌâå¼ 13,11,0.002636698,-58.48417957,-34.61549731,0,sports federation,FederaciÌÄå_n Argentina de Deportes para personas con Discapacidad Mental,11,0.005220372,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.034082159
201701,9020dab12f84f50136c3086ea496a8198fcd1623,42705,sell,house,CAPITAL FEDERAL,Argentina,Capital Federal,3433955,"-34.6095470565,-58.4791403661",-34.60954706,-34.60954706,-34.60954706,-58.47914037,-58.47914037,-58.47914037,730000,USD,11657005,730000,POINT (-58.47914037 -34.60954706),VILLA GRAL. MITRE,11,55459.06,11,7,71.2,5,86.1,3,25.8,3,14.7,7,26,2,59.1,5,84.9,3,7.3,8,-58.47965843,-34.60885947,pharmacy,0,0,11,0.000860911,11,-58.47914051,-34.60954415,42733,284991.1,1492.1,191,7,0.00000291,2016,0.323830529,28,-445008.9,-34.61200393,-58.47975462,543,public WiFi location,CMB NÌâå¼ 13,11,0.00253249,-58.4730282,-34.60627641,8,stadium,Diego Armando Maradona,11,0.006932225,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.038494045
201611,47ae614e6959af015a7104b500e953bcba38de6b,42647,sell,house,SAN CRISTOBAL,Argentina,Capital Federal,3429153,"-34.6215972209,-58.3944289405",-34.62159722,-34.62159722,-34.62159722,-58.39442894,-58.39442894,-58.39442894,650000,USD,10379525,650000,POINT (-58.39442894 -34.62159722),SAN CRISTOBAL,3,29435.63,3,5,64.6,2,85.1,2,27.8,4,13.9,7,30.5,3,57.2,4,85.1,3,3.5,5,-58.39406416,-34.62271251,hospital,19,HOSPITAL DE OFTALMOLOGIA SANTA LUCIA,3,0.001173427,3,-58.39442831,-34.62159419,42733,325010,928.6,350,5,0.00000309,2016,0.341816629,86,-324990,-34.62261531,-58.39443429,310,public WiFi location,Htal. Santa LucÌÄå_a,3,0.001018101,-58.39330129,-34.62145968,0,sports federation,FederaciÌÄå_n Regional de Basquetbol de Capital Federal,3,0.001136011,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.066129655
201607,3b3a6501ec3e3a71661c772170706f70706d09fc,42570,sell,apartment,SAN CRISTOBAL,Argentina,Capital Federal,3429153,"-34.622717,-58.410467",-34.622717,-34.622717,-34.622717,-58.410467,-58.410467,-58.410467,158000,USD,2523023,158000,POINT (-58.410467 -34.622717),SAN CRISTOBAL,3,32956,3,5,64.3,2,86.4,3,42.7,8,7.8,2,30.5,3,48.7,2,91.5,7,5,7,-58.40981576,-34.62487969,pharmacy,0,0,3,0.00225862,3,-58.41046991,-34.62271621,42733,309991.5,1589.7,195,5,0.00000301,2016,0.280390854,163,151991.5,-34.62470556,-58.41138541,20,public WiFi location,Centro Cultural JuliÌÄåÁn Centeya,3,0.002190404,-58.40857677,-34.62608528,7,sports center,MARTIN FIERRO,3,0.00386242,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.052736496
201707,a1138c9a6df70260fdaf6e131c2021c96fb6056c,42935,sell,house,NUNEZ,Argentina,Capital Federal,3430348,"-34.5435514113,-58.4769826705",-34.54355141,-34.54355141,-34.54355141,-58.47698267,-58.47698267,-58.47698267,290000,USD,5116905,290000,POINT (-58.47698267 -34.54355141),SAAVEDRA,12,55881.19,12,15,72.1,5,82.2,0,22.2,2,10.1,4,37.2,5,72.1,9,94.3,9,3.8,5,-58.47661688,-34.54416898,private health center,0,FUNDACIÃƒÂ“N HOSPITALARIA,12,0.000717774,12,-58.4769828,-34.54354919,42984,289995,1933.3,150,15,2.22543E-06,2017,0.247328908,49,-5,-34.54409658,-58.47735334,840,public WiFi location,"Parques y Plazas, Plaza BenjamÃƒÂ­n VicuÃƒÂ±a Mackenna",12,0.00065925,-58.48358555,-34.54641659,0,sports federation,FederaciÃƒÂ³n Argentina de Patinaje sobre Hielo,12,0.007197724,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.101395613
201708,900f75655e77229a895f1876d7f59acd9e0b4e4c,42963,sell,store,BELGRANO,Argentina,Capital Federal,3436077,"-34.5439597912,-58.472158883",-34.54395979,-34.54395979,-34.54395979,-58.47215888,-58.47215888,-58.47215888,1500000,USD,26062500,1500000,POINT (-58.47215888 -34.54395979),SAAVEDRA,12,57357.25,12,15,68.9,4,86.4,3,32.7,6,8.2,2,42.3,6,51.3,3,84,2,3.4,5,-58.47119943,-34.54459431,pharmacy,0,0,13,0.001150288,12,-58.47215896,-34.54395756,42984,3599977.5,6857.1,525,15,2.22779E-06,2017,0.247661556,21,2099977.5,-34.54419983,-58.47187608,773,public WiFi location,"Metrobus Norte, EstaciÃƒÂ³n Correa",12,0.000370932,-58.46366917,-34.54197507,0,sports federation,FederaciÃƒÂ³n de Cestoball de Capital Federal,13,0.008718616,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.100365361
201707,bb433096928c539c034cbfa70a9014a34568ac0a,42944,sell,apartment,NUNEZ,Argentina,Capital Federal,3430348,"-34.5474970262,-58.4695138944",-34.54749703,-34.54749703,-34.54749703,-58.46951389,-58.46951389,-58.46951389,155000,USD,2734897.5,155000,POINT (-58.46951389 -34.54749703),SAAVEDRA,12,40356.38,12,15,78.7,8,90,7,42.9,8,15,7,43.5,6,42.2,1,85,3,12.5,9,-58.46921782,-34.54797708,pharmacy,0,0,12,0.000564005,12,-58.46951395,-34.54749476,42984,2299978.8,4056.4,567,15,2.2685E-06,2017,0.252215339,40,2144978.8,-34.5475998,-58.46932882,777,public WiFi location,"Metrobus Norte, EstaciÃƒÂ³n Manzanares",12,0.000211692,-58.46366917,-34.54197507,0,sports federation,FederaciÃƒÂ³n de Cestoball de Capital Federal,13,0.008040696,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.096593325
201707,1cdfaed03461846b0b2f860636793de6bf9cc1f2,42935,sell,apartment,BELGRANO,Argentina,Capital Federal,3436077,"-34.561956033,-58.4637123443",-34.56195603,-34.56195603,-34.56195603,-58.46371234,-58.46371234,-58.46371234,166000,USD,2928987,166000,POINT (-58.46371234 -34.56195603),BELGRANO,13,14143.5,13,1,74.8,6,88.9,6,23.6,2,8.9,3,53.4,8,67.8,8,91.3,7,3,4,-58.46264094,-34.5618012,pharmacy,0,0,13,0.001082531,13,-58.46371235,-34.56195362,42953,1399997.5,5090.9,275,1,2.41023E-06,2017,0.268004642,18,1233997.5,-34.56485277,-58.46181978,109,public WiFi location,JosÃƒÂ© MÃƒÂ¡rmol,13,0.003460182,-58.46386217,-34.5588536,0,sports federation,AsociaciÃƒÂ³n Metropolitana de Tenis Adaptado,13,0.003106042,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.081830721
201707,67547cc158a48e267073241c2f72ed7730ce4d82,42935,sell,house,BELGRANO,Argentina,Capital Federal,3436077,"-34.5708943834,-58.4487311161",-34.57089438,-34.57089438,-34.57089438,-58.44873112,-58.44873112,-58.44873112,580000,USD,10233810,580000,POINT (-58.44873112 -34.57089438),COLEGIALES,13,25533.13,13,28,73.8,6,90.5,8,33,6,11.3,5,55.6,8,56.9,4,89.9,6,7.3,8,-58.44968504,-34.5691239,private health center,0,EXCELSITAS,13,0.002011114,13,-58.44873098,-34.57089188,42953,580001.4,4793.4,121,28,2.50576E-06,2017,0.27849206,18,1.4,-34.56886137,-58.44722838,839,public WiFi location,"Metrobus Norte, EstaciÃƒÂ³n Aguilar",13,0.002528114,-58.44145403,-34.57193188,0,sports federation,AsociaciÃƒÂ³n Metropolitana de Squash,13,0.007350681,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.073971063
